supersede v．淘汰，取代
plume n．羽毛v．整理羽毛,骚首弄姿
straits n．困难，窘境
edifice n．宏伟的建筑物（如宫殿，教室）
patent adj．显而易见的n．专利权（证书）
cubicle n.寝室，小卧室
decry v．责难，贬低（价值）
linear adj．线的，成直线的
bereft of丧失，失去
attribute n.属性,品质,v.把…归于
rancid adj．不新鲜的，变味的
magnification n．放大，扩大
scroll n．卷轴，纸卷，画卷
spike n．长钉，大钉
insane adj．疯狂的
mar v．破坏，损伤
beet n．甜菜
sneak v．鬼鬼祟祟而行，偷窃
atheism n.无神论,不信神
chrysanthemum n．菊，菊花
dispensable adj．不必要的，可有可无的
tardy adj．缓慢的，迟缓的
tongs n．夹子，钳子
enactment n．颁布，扮演
fantastic adj．怪诞的,不实际的
hover v．翱翔，（人）徘徊
trunk n．树干，大衣箱
repletion n．充满，吃饱
shroud n．寿衣，遮蔽物v．覆盖
dilettante n．半瓶醋，业余爱好者
cur n．杂种狗，坏种
swig v.豪饮，大口地喝
contingency n．意外事件，可能性
enigmatic adj．神秘的，难解的
aquatic adj．水生的，水中的
equivalent adj．相等的,等值的
pertinent adj．有关的，相关的
winding adj．蜿蜒的，迂回的
chic adj.漂亮的，时髦的
sprightly adj．愉快的，活泼的
intersperse v．散布,点缀
intelligible adj．可了解的,清晰的
risque adj.下流的，淫猥的
conjure v．请求，祈求
flummery n.假恭维
consolidate v．巩固，合并
smuggle v．走私，私运
puppy n.小狗，幼犬
locomotion n．运动，移位
ligneous adj．木质的，木头的
detection n．查出、探获
agate n.玛瑙
ruminative adj．沉思默想的
stalk v．隐伏跟踪（猎物）
topography n．地形学，地形
liquefy v．液化，溶解
condescension n．自以为高人一等，贬低（别人）
adjure v．郑重敦促（恳请）
spruce n．云杉，adj．整洁的，潇洒的
mermaid n．美人鱼
commencement n.开始，(大学的)毕业典礼
scared adj．害怕的，恐惧的
immanent adj．普遍存在的，内在的
imperceptible adj．觉察不到的
disposed adj．愿意，想干
hobble v．蹒跚，跛行
arthritis n关节炎
galvanize v．电镀，通电，激励
humility n．谦逊，谦恭
preside v．负责,指挥
subpoena n．（法律）传票，v．传讯
compulsory adj．强制性的，命令性的
villein n.农奴
secession n．脱离、退出
outskirts n．郊区，郊外
scavenge v．（在废物中）寻觅，（动物）食腐肉
unwitting adj．无心的，不经意的
reprehensible adj．应受谴责的
gripe v.抱怨，发牢骚
conducive adj．有助于…的
impair v．损害，使弱
hoax n．v．骗局，欺骗
furlough n．休假
inspired adj．有创见的，有灵感的
tragedienne n．悲剧女演员
calamity n．大灾祸，不幸之事
